D0830824,2165,消費者行為
D0996243,2137,經濟學(二)實習
D099888671,1279,微積分(二)實習
D014855696,2981,美好時光，社群聚場
D0583376,3899,電子商務與大數據
D0542344,3815,Android Apps創意程式設計
D0914042,2172,企業倫理與社會責任
D0923489,2897,音樂與人生
D0637140,2868,中國文物欣賞
D060341402,2874,中國文化遺產及其藝術
D0982319,1340,計算機結構學
D0976486,1306,機率論
D082083434,2144,經濟學(二)
D0594061,2958,民法實用
D078683242,2919,生命科學
D0809373,1340,計算機結構學
D0614193,2948,公民社會的政策參與
D033559827,1307,系統程式
D055158626,2871,詩詞欣賞
D0827056,2869,佛家思想
D032857795,1335,計算機演算法
D004371489,1281,線性代數
D0813812,2931,衛星科技應用
D0569581,2176,人力資源發展
D020452896,2977,初階智慧型創新
D024923019,2158,統計學(二)
D0856648,2962,投資與理財
D0611685,1278,普通物理-電、磁、光實驗
D0855583,2157,組織行為
D0921588,2996,劇場服裝設計及製作
D081375882,1302,邏輯設計
D0740679,2175,管理資訊系統
D019279763,2999,介紹台灣
D043336975,1334,計算機結構學
D052535031,1302,邏輯設計
D030560475,1276,程式設計(III)
D0932518,2148,商業軟體應用(一)
D053569516,3897,國際企業策略與文化
D022560728,1298,普通物理-電、磁、光實驗
D029114979,1294,班級活動
D0781338,1297,程式設計(IV)
D085825093,3767,全民國防教育軍事訓練(二)
D0840315,2901,應用文
D0778870,2142,會計學(二)
D0504757,1278,普通物理-電、磁、光實驗
D085378209,3002,漢字之美
D045722318,1280,微積分(二)
D0855790,2996,劇場服裝設計及製作
D0682233,2880,倫理價值與生命哲學
D042561958,1308,資料庫系統
D016285019,3817,iOS APP程式設計
D042309567,1349,具體數學
D078308978,1350,型樣識別
D089238134,2168,企業倫理與社會責任
D069424304,2875,世界音樂文化
D010701218,2896,音樂與人生
D0946739,2140,班級活動
D088386188,1305,資料庫系統
D032743616,2925,國防科技與產業發展
D005667857,2902,應用文
D0574009,2893,宗教與人生
D0980403,1317,機率論
D008222497,3767,全民國防教育軍事訓練(二)
D037285210,2137,經濟學(二)實習
D042998334,2154,管理科學
D095162348,1313,資訊與網路安全
D0848449,2984,智慧定位-衛星導航
D0895257,3036,社會學與生活體驗
D0813538,3038,消費者保護法
D0614584,1296,程式設計(III)
D059377399,2982,智慧的天空之眼
D040768847,1337,計算機結構學
D0541770,1278,普通物理-電、磁、光實驗
D024479660,2151,組織行為
D0798769,2953,教育的理論與實踐
D073492207,2142,會計學(二)
D087800951,1325,UNIX應用與實務
D022560728,1301,線性代數
D067702923,2189,科技應用與金融服務
D0912702,2895,音樂與人生
D012090815,2143,會計學(二)實習
D003614969,2150,商事法
D0784978,2971,性別教育與服務-學習
D0867820,2954,教育的理論與實踐
D0838244,3036,社會學與生活體驗
D059061021,1288,普通物理-電、磁、光實驗
D061632226,3767,全民國防教育軍事訓練(二)
D0781207,1968,超大型積體電路設計導論
D066172079,1284,班級活動
D037906207,2142,會計學(二)
D024768504,2175,管理資訊系統
D027867495,1279,微積分(二)實習
D081569830,2179,服務科學與創新
D062569798,1290,微積分(二)
D070722796,1289,微積分(二)實習
D017220309,1280,微積分(二)
D037086978,1282,邏輯設計
D032356953,2156,商事法
D0848845,2926,創新綠色科技
D0641149,2170,國際企業管理
D033649511,2927,系統品質建模與挑戰
D039411389,2002,地理資訊於APPS之應用
D055743020,3893,與產業接軌─共通核心職能培育
D0648258,2911,電影與性別
D024718042,2140,班級活動
D0625198,3024,全球暖化與綠色環境設計
D0745991,2163,行銷管理個案研究
D029085927,1305,資料庫系統
D0504183,1314,UNIX應用與實務
D0703228,2196,財務管理
D0878227,1331,計算機結構學
D075935405,2986,藝術、心靈與創造力
D030690905,2196,財務管理
D0523026,2174,國際企業管理
D0681389,2978,觀光美儀與國際禮儀
D0748469,2138,管理學
D047392212,1319,資料庫系統
D0925444,2147,資訊網路
D0665537,2894,宗教與人生
D027326961,1324,資訊與網路安全
D069676703,3827,Android Apps創意程式設計
D082130985,2926,創新綠色科技
D060134721,2168,企業倫理與社會責任
D0796440,1307,系統程式
D0991752,1283,邏輯設計實習
D014195464,3767,全民國防教育軍事訓練(二)
D0746303,1288,普通物理-電、磁、光實驗
D027978900,1309,機率論
D059137948,2171,管理資訊系統
D0599281,2882,文學、電影DIY
D088830698,2174,國際企業管理
D094035896,1302,邏輯設計
D045062148,2872,希臘羅馬神話故事與西洋藝術
D043104901,2937,性別與心理衛生
D0816911,1315,系統程式
D093419260,2159,統計學(二)實習
D0811903,1970,地理資訊於APPS之應用
D075926670,1337,計算機結構學
D054823266,2135,會計學(二)實習
D0877335,2168,企業倫理與社會責任
D038881091,2145,經濟學(二)實習
D0827396,2152,統計學(二)
D056944693,3013,社會設計專題
D041118351,1302,邏輯設計
D054735644,2920,生活中之物理
D096719404,3011,從人類學看世界
D042330172,1332,計算機演算法
D086205429,2180,投資組合管理
D0656211,3027,生活中的工程與科技
D061569423,2977,初階智慧型創新
D075907815,2916,台灣民俗文化
D087293456,2876,日本歷史與文化
D092920026,2983,智慧綠台灣
D0859804,2957,大陸問題研究
D0512770,2945,國際關係
D057675718,2154,管理科學
D086520928,1311,物件導向設計
D077515001,2170,國際企業管理
D075600006,1308,資料庫系統
D0884045,1289,微積分(二)實習
D092773813,2918,土地關懷之旅
D085283022,2137,經濟學(二)實習
D007861253,1300,微積分(二)
D014392092,1306,機率論
D033513768,2147,資訊網路
D047039117,1319,資料庫系統
D072359624,2140,班級活動
D0725336,2202,服務業行銷
D036385188,1319,資料庫系統
D0503855,3013,社會設計專題
D0953819,2911,電影與性別
D0992008,2963,服務學習專題
D083099113,1291,線性代數
D090671272,1276,程式設計(III)
D000288385,2889,台灣民間信仰
D082313630,1316,資料庫系統
D0926114,1338,計算機演算法
D038260926,2144,經濟學(二)
D057949956,2198,數量方法
D006015060,1298,普通物理-電、磁、光實驗
D0826429,1296,程式設計(III)
D0564936,2890,台灣民間信仰
D080315162,2172,企業倫理與社會責任
D086100816,3767,全民國防教育軍事訓練(二)
D080336181,2157,組織行為
